 NUMBER OF REQUESTS
  400

 NUMBER OF CROSSDOCKS
  1
  
 VEHICLE CAPACITY           VEHICLE SPEED
   50                             0

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
  142          102          324          364           552          350          131         1006         1460          14
  143           79          344          333           465          397          261         1106         1523           2
  144           10          202          381           554          205          372          985         1450           5
  145           74          283          260           359          397          362         1156         1548          13
  146           72          315          362           534          370           57         1022         1468          10
  147          197          200          156           296          316          327          925         1422          10
  148          166          115          337           560          317           68         1032         1473          13
  149           84          206          296           459          236           38         1083         1521          14
  150          126          208          179           276          395          340         1105         1508          10
  151          179          125          226           360          362          115          986         1451           9
  152           78          261          241           337          279           91          964         1440          14
  153           16          294          397           569          368          215         1101         1535          20
  154            5          345          352           452          369          118          969         1443          17
  155          172          109          294           475          208           20          985         1450          20
  156            9           47          393           528          358          261          863         1392           9
  157          159          164          159           255          376           19         1113         1511          14
  158          176          154          204           341          308          217          930         1424          17
  159            8          119          339           459          308          178         1117         1575          19
  160          117          395          317           413          251          381         1064         1494           3
  161           30          349          332           429          210            1         1011         1463           8
  162          133          375          303           408          309          279          996         1456           8
  163          103           95          261           368          381           12         1104         1507           8
  164           17           99          334           448          377           29         1095         1503          14
  165           49          222          264           367          237          259         1080         1559           1
  166          153          224          158           253          296          156          907         1413           8
  167          159           11          317           430          382          169         1083         1512           5
  168           74          213          231           327          371          349         1098         1508          17
  169           44          277          284           385          265          127          921         1420          18
  170          160          222          193           328          354          199          961         1439          10
  171          194           65          240           336          244          285          903         1411          11
  172           13          322          400           560          220          238          896         1408          13
  173           91          388          342           456          285          107          938         1428           4
  174          107          159          300           480          337          248         1006         1460           4
  175          110          241          204           299          377          282         1085         1510           9
  176           92           68          275           371          310          340         1038         1475           8
  177          191          167          228           405          309           18          961         1439          14
  178          108          395          329           432          304          319         1067         1509          19
  179           12          368          360           459          378           30         1032         1473          20
  180          119          286          241           354          381          375         1054         1483           7
  181          105          254          272           419          209          208          884         1406          20
  182          194          166          185           321          285          136          988         1460          20
  183           98          375          307           403          291          398         1052         1482          12
  184          145          301          379           618          200           48         1095         1537          11
  185            2            3          397           505          267          295         1027         1491          17
  186          110          351          341           490          393          256         1063         1487          12
  187           74          351          333           456          308          314          944         1431          19
  188           11          328          336           434          371          111          976         1446          10
  189           95          391          341           454          300           64         1047         1486          20
  190          161          346          256           353          338          315         1017         1466           9
  191          170          114          335           556          343          335         1027         1471           5
  192           97          105          276           400          349          249         1038         1484           7
  193          168           87          333           529          294          184          899         1410           8
  194           93           31          386           556          347           59         1025         1469           4
  195           37           21          370           486          309          274          919         1419          12
  196          162           94          241           357          304          395         1085         1499           8
  197           96          162          265           405          326          374         1042         1477          11
  198           66          144          250           346          277          143          863         1392          17
  199           52          194          313           462          338          290         1023         1469          16
  200          162          121          272           440          286          308          953         1435           9
  201          138          306          238           343          201          255         1030         1520           6
  202           68          143          339           515          338            5         1032         1473          18
  203           56          292          276           371          376          205         1039         1476          13
  204           40          153          271           367          300          319          936         1427           1
  205           68          386          338           438          273          118          922         1420           2
  206            5          266          313           411          206          106         1068         1537           2
  207          131          275          252           390          395          167         1082         1506           9
  208          174          326          323           499          384           53         1108         1513          15
  209            6           20          379           484          237          200          975         1478          12
  210           23          317          317           413          345          195          996         1456          20
  211          175          304          212           307          303          142          944         1431          13
  212           26          275          334           466          338           14         1136         1540           3
  213          188           67          249           354          368          278          991         1453          20
  214          166          185          233           411          369          171         1083         1518           4
  215           90          311          261           357          201            6         1001         1458          14
  216           26          199          279           374          311          344          990         1453           8
  217          154           41          295           413          247          377         1065         1497           7
  218           26          247          285           381          353            3         1043         1478           4
  219          142          379          296           395          352          383         1045         1479           9
  220          157          378          292           391          221          225          949         1456           7
  221          120          170          197           298          278          289          913         1416          13
  222           94          165          252           379          380          390         1065         1488          13
  223           78          194          232           332          348           41         1093         1507           5
  224          162          251          187           299          306           85         1096         1536          20
  225          196           51          254           350          357          147         1048         1489          17
  226          146          324          240           336          342          154         1049         1497          17
  227          166           19          292           391          357           38         1092         1503          20
  228          174          329          248           354          215          260         1036         1522           7
  229           82           78          279           380          391          260         1021         1468           5
  230           41          183          310           447          244          135          942         1431          15
  231           65          335          296           391          236           44         1049         1492           7
  232           44          296          288           384          356          299         1050         1483           2
  233          103          361          310           422          340           79         1017         1466           5
  234          169          235          151           247          273          182          872         1397          12
  235           41          337          366           508          311          356         1060         1488           3
  236          170          176          239           420          213          332         1000         1460           6
  237          100          218          277           437          289          234          887         1404          13
  238          186           75          231           327          274            7         1083         1503           3
  239           76           90          270           366          243          140          938         1429          12
  240           52          343          360           500          325           45         1114         1534          16
  241          138          143          397           656          226          378         1047         1481           2
  242          169          352          260           356          388          106         1023         1468           4
  243           92          255          358           573          350          214          977         1447          10
  244          125          122          263           403          325          130         1016         1469           1
  245           58           98          280           375          339           69         1038         1476          19
  246           74          231          234           330          279          247          967         1447           3
  247          165          264          178           273          236          119          906         1413          20
  248           94          268          270           402          246          247          863         1392          18
  249           11          274          333           451          388          275         1084         1505          19
  250           54          108          300           416          286           44          924         1421           9
  251           68          215          244           345          336          386         1026         1470          16
  252          115           51          276           372          362          378         1091         1500          11
  253          106          302          336           515          352          303          971         1444           1
  254           74           87          274           370          343          359         1043         1478          20
  255          142          262          339           569          338          150         1104         1547           2
  256           12           40          388           517          308          327         1040         1481           9
  257          177           77          330           515          330           76         1017         1465           8
  258          185          180          171           305          214          119         1040         1517           1
  259          146          301          307           482          334          100          992         1454          16
  260          146          174          165           260          256          356          980         1448          12
  261           43           67          310           406          391          136         1067         1491           8
  262          163          207          142           238          387          267         1125         1544          14
  263           32           78          312           408          398          325         1122         1526          14
  264           55          341          310           408          294          118          942         1430           4
  265          117          381          312           415          380          145         1058         1488           5
  266           39           34          368           492          364           55         1008         1461           8
  267          180          359          266           363          379          126         1055         1483           9
  268           48          358          358           484          382           49         1106         1511           9
  269           87          378          341           459          314          257         1005         1466          10
  270           41           93          302           403          271          116          863         1392          12
  271          173          384          291           386          336          201          988         1452          16
  272          108           48          369           543          341           33         1025         1469           3
  273          102           84          257           352          344          321          979         1448          15
  274          138          326          346           532          276          298          935         1427           6
  275          136          226          177           276          371          386          951         1434          16
  276            5          344          384           514          319          113          993         1454           5
  277          122          397          333           443          362          207          961         1439          20
  278           24           57          348           458          247          212         1088         1575          15
  279           77          319          276           372          356          315          999         1457           2
  280          111            4          364           500          277          163          977         1459          18
  281           70          231          343           533          397          133         1077         1496           3
  282          153          222          157           252          266           13         1113         1533          17
  283           42          197          265           362          320          211          910         1415           8
  284          131           82          269           390          291          304          959         1438          16
  285           41          340          317           412          244          176          871         1396           9
  286           85          256          233           328          287          225         1121         1586           2
  287          196           77          228           324          324          194          969         1443           4
  288          156            4          314           417          400          109         1128         1538          16
  289           67          318          328           465          374          175         1095         1527          14
  290           57          381          335           431          310          163          863         1392          11
  291          118          122          278           427          398          258         1005         1460          20
  292          178          353          260           357          389          171         1026         1470          13
  293          114           88          248           345          212          197          863         1392          17
  294           51           64          311           410          246          298          905         1412          13
  295           73            4          338           434          299          351         1007         1461          16
  296          196          107          258           409          305          257          951         1434          13
  297          183           71          327           507          343          184          991         1453          12
  298           48          278          303           423          202          158          863         1392           4
  299          113           80          253           349          372          382         1080         1495           2
  300          126           90          237           333          234          214          970         1474          13
  301           15            4          386           492          343          322          954         1436          15
  302          193          216          122           218          297          240          930         1424           9
  303           68          378          357           481          262          212          882         1402           7
  304          102          377          325           438          279          148          920         1419           1
  305           63          166          246           342          316          112          863         1392          14
  306           38          366          337           432          231          182          863         1392           2
  307           45           85          310           418          257           98          979         1447           6
  308          116          195          350           591          326          156         1081         1533           6
  309          171          168          148           244          323          218          915         1417           9
  310            4          280          323           425          238          119          958         1440          19
  311          153          315          229           325          334           92          989         1452           3
  312            8          285          399           570          228          341         1077         1525          11
  313          111          286          340           536          294          249         1009         1479           8
  314           34          371          357           465          384           64         1038         1475           3
  315           59          285          274           374          233          100          943         1431          18
  316           93          283          240           336          294           13         1018         1466          16
  317           49          187          292           419          381          144         1068         1497           4
  318          134          320          378           596          220           71         1003         1463          14
  319           26          260          289           385          338          106         1084         1520          11
  320           80          365          309           405          262           30          982         1449           9
  321          192          291          196           292          394          299         1116         1527           4
  322          173           72          239           338          390          357         1049         1481          10
  323           31          360          348           454          328           39         1114         1531           2
  324          107           98          261           373          246           47         1087         1526          12
  325           32          229          275           371          256          145          900         1410          14
  326          140          387          371           530          351          199          863         1392          17
  327           56           97          284           382          230          139          885         1403           5
  328          140          131          196           292          317          240          955         1436          17
  329          102          118          255           371          374          163         1074         1507          13
  330           37          106          339           476          262          390         1012         1463          18
  331           75           76          288           391          246          244          874         1398           9
  332           36          286          340           481          364           23         1126         1527          19
  333          177           55          263           369          321          144          946         1432           6
  334           91          233          219           314          296          388          986         1451          16
  335          192          332          258           372          268          223          863         1392          20
  336          196          138          167           264          302          300          951         1434          12
  337          110          290          251           364          359          389         1028         1471           9
  338           35           79          341           465          320          373         1011         1463          17
  339           85          333          334           477          330          313          967         1442          17
  340           18          294          330           445          344           72         1025         1470          17
  341          159           79          232           328          316          383         1012         1463           7
  342           13          167          326           449          262          233         1016         1501          19
  343          150           49          283           397          320          166         1087         1541          20
  344           26          372          349           445          236          171          863         1392          14
  345          168          100          286           451          244           56          980         1448           1
  346           50          385          343           439          317          183          863         1392          17
  347          199           22          283           378          299          308         1046         1495           9
  348          143           20          319           438          350           18         1071         1491          16
  349          101            8          359           489          297          137          971         1444          10
  350            3            2          397           504          335          202         1082         1533          12
  351          124          221          255           415          320           24         1056         1484           5
  352           84          221          228           328          322          281         1072         1519           6
  353           92           73          296           413          236          260          869         1395          13
  354          186          355          268           371          352          156         1080         1520          18
  355            3           15          386           491          220           38         1035         1478          17
  356           46          110          317           443          213          280          922         1421          19
  357          102          252          343           553          384           47         1055         1483          14
  358          154           68          245           340          396          106         1079         1495          13
  359           36          203          287           399          369          211         1040         1480          15
  360           81          156          232           327          349          181          954         1436           6
  361          100           15          315           411          325          294          986         1451          10
  362           69           82          290           394          381          290         1053         1482          16
  363          163          264          209           332          302          345          863         1392           5
  364          186          145          212           354          209          167          863         1392          16
  365          140           40          290           399          231           76          957         1437           3
  366           40          336          322           424          380          126         1045         1479          16
  367           16          311          320           417          395          113         1100         1516           7
  368          155          159          166           261          253          316          962         1439          11
  369           53           51          355           488          238          124         1141         1607           4
  370            2          200          311           415          240          201          863         1392           3
  371          164           80          230           326          380          339         1070         1491          20
  372          194           43          327           481          271          371         1026         1470          10
  373           43          121          336           482          397           73         1120         1525           1
  374            2           29          370           469          367          361         1033         1473          19
  375            7          143          306           402          306          361          960         1438          16
  376           37          119          294           395          217           98          990         1463          14
  377          137           68          254           353          229          371          984         1450           7
  378          102          149          351           569          399          179         1004         1459          16
  379          135          384          315           424          379          254         1049         1481           1
  380          105          360          303           410          344          236         1094         1537           9
  381          187           23          291           394          300          272          934         1426           7
  382           56          156          307           449          348          371         1098         1508          17
  383          193           29          304           424          266            8         1113         1531          14
  384           88          121          302           452          349          135          863         1392          12
  385          145          165          172           269          359           31          909         1414          14
  386           11          135          310           411          213          305         1051         1517           2
  387           59           49          369           517          201          242          938         1443          10
  388            0          155          318           422          321           85          946         1432          20
  389           18          235          361           520          254            0         1073         1494          15
  390          177          174          139           235          229          105         1049         1518           4
  391           41          399          363           461          243          215          863         1392           5
  392            4           60          347           443          231           36          986         1451           4
  393          168          268          180           276          278          221          864         1393          19
  394            8          384          387           498          243          209          901         1411           1
  395           13           96          337           450          284          311          905         1413          11
  396          246          152          309           529          231          320         1033         1493          13
  397           38          291          291           386          219           49         1035         1483           8
  398           18          102          363           505          234           37          997         1456          17
  399          163          364          273           369          259            4         1079         1500           4
  400          292           33          295           391          243          275          863         1392           3
